Voyage_ID,Departure Port,Arrival Port,Sail Date,Sail Time,Ship Code,Customer Number,SeqNo,Booking Status,Reserved Meter,Meters_To_Remove,Accumulated_Removed_Meter,Recommendation_Rank,Risk_Category,NoShow_Rate,Booking_Reliability_Score,Deferral_Candidate_Score,NoShow_Probability,Smart_Deferral_Score
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C01138,92,Loaded,15.2,2529.8,439.70000000000005,31,Medium Risk,0.5,0.5,0.502890739833415,0.4727001691065326,0.4847763973972856
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00475,9,Loaded,12.4,2529.8,452.1,32,Medium Risk,0.4651162790697674,0.5348837209302325,0.4629603031506891,0.4964398760950193,0.4830480469172872
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C01063,123,Loaded,13.0,2529.8,465.1,33,Medium Risk,0.4651162790697674,0.5348837209302325,0.4677946456006877,0.49305607393597406,0.4829515026018595
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00766,70,Checked In,21.2,2529.8,486.3,34,Medium Risk,0.4545454545454545,0.5454545454545454,0.4657403240324032,0.4913963281507079,0.481133926503386
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00324,40,Loaded,10.2,2529.8,496.5,35,Medium Risk,0.4705882352941176,0.5294117647058824,0.4667294737113801,0.4898927613426368,0.48062744629013415
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00616,42,Checked In,15.0,2529.8,511.5,36,Medium Risk,0.4772727272727273,0.5227272727272727,0.4780632721559666,0.4818605086240522,0.48034161403681797
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00609,128,Loaded,13.7,2529.8,525.2,37,Medium Risk,0.5,0.5,0.5056868425064797,0.45820099631126077,0.4771953347893483
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00413,172,Loaded,19.0,2529.8,544.2,38,Medium Risk,0.4772727272727273,0.5227272727272727,0.4772135772135772,0.4771111167446814,0.4771521009322397
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00616,81,Checked In,13.7,2529.8,557.9000000000001,39,Medium Risk,0.4772727272727273,0.5227272727272727,0.4780632721559666,0.47633889685148667,0.4770286469732786
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00616,88,Loaded,9.0,2529.8,566.9000000000001,40,Medium Risk,0.4772727272727273,0.5227272727272727,0.4780632721559666,0.47475085829411057,0.476075823838853
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00116,68,Loaded,14.5,2529.8,581.4000000000001,41,Medium Risk,0.4666666666666667,0.5333333333333333,0.4669382599084162,0.4819543808945273,0.4759479325000829
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00524,94,Loaded,17.2,2529.8,598.6000000000001,42,High Risk,0.6842105263157895,0.3157894736842105,0.6908869395711501,0.3317127284085478,0.47538241287358873
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00347,153,Checked In,12.8,2529.8,611.4000000000001,43,Medium Risk,0.4117647058823529,0.5882352941176471,0.4121198668146504,0.509695254660246,0.47066509952200775
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00453,19,Loaded,22.4,2529.8,633.8000000000001,44,High Risk,0.696969696969697,0.303030303030303,0.6927320075757576,0.322143952037605,0.470379174252866
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00713,109,Loaded,15.3,2529.8,649.1,45,High Risk,0.5151515151515151,0.4848484848484848,0.5112170529892048,0.4322715846582299,0.4638497719906199
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00713,124,Loaded,6.7,2529.8,655.8000000000001,46,High Risk,0.5151515151515151,0.4848484848484848,0.5112170529892048,0.43181717170322836,0.463577124217619
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00605,2,Loaded,12.6,2529.8,668.4000000000001,47,Medium Risk,0.4444444444444444,0.5555555555555556,0.4465089176083744,0.47285090543007735,0.4623141103013962
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00705,38,Loaded,10.0,2529.8,678.4000000000001,48,High Risk,0.6341463414634146,0.3658536585365853,0.6425356713664292,0.3415614933315458,0.4619511645454991
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00347,67,Loaded,17.1,2529.8,695.5000000000001,49,Medium Risk,0.4117647058823529,0.5882352941176471,0.4121198668146504,0.4949815830088193,0.46183689653115173
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00279,131,Loaded,18.9,2529.8,714.4000000000001,50,High Risk,0.5283018867924528,0.4716981132075472,0.5256864457183352,0.4189994586000725,0.46167425344737756
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00705,164,Loaded,12.2,2529.8,726.6000000000001,51,High Risk,0.6341463414634146,0.3658536585365853,0.6425356713664292,0.34034832255572334,0.46122326208000564
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00800,85,Loaded,11.0,2529.8,737.6000000000001,52,Medium Risk,0.4,0.6,0.4024247355573637,0.4974921007670405,0.4594651546831698
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00311,139,Loaded,11.5,2529.8,749.1000000000001,53,Medium Risk,0.3846153846153846,0.6153846153846154,0.3870774485975169,0.5052394115562113,0.45797462637273356
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00203,143,Loaded,7.6,2529.8,756.7000000000002,54,Medium Risk,0.3902439024390244,0.6097560975609756,0.3908624685430944,0.5019547824846345,0.4575178569080185
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00741,146,Loaded,13.7,2529.8,770.4000000000002,55,Medium Risk,0.3902439024390244,0.6097560975609756,0.3935852175202899,0.4985678233596488,0.45657478102390525
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00384,88,Loaded,20.7,2529.8,791.1000000000003,56,Medium Risk,0.3958333333333333,0.6041666666666666,0.400805047867711,0.4923519961882446,0.4557332168600312
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00947,62,Loaded,16.2,2529.8,807.3000000000003,57,Medium Risk,0.3939393939393939,0.6060606060606061,0.3971129862548426,0.49192858985112414,0.45400234841261156
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00748,4,Loaded,10.3,2529.8,817.6000000000003,58,High Risk,0.6842105263157895,0.3157894736842105,0.6877260445865674,0.29426035121740696,0.4516466285650711
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00308,137,Loaded,11.8,2529.8,829.4000000000002,59,Medium Risk,0.3658536585365853,0.6341463414634146,0.3677045943626362,0.5075785038078984,0.4516289400297935
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00384,33,Loaded,18.4,2529.8,847.8000000000002,60,Medium Risk,0.3958333333333333,0.6041666666666666,0.400805047867711,0.48510687994834584,0.45138614711609193
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00230,117,Loaded,13.2,2529.8,861.0000000000002,61,Medium Risk,0.3684210526315789,0.631578947368421,0.3677173434980209,0.5071499385227785,0.45137690051287543
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00972,4,Loaded,15.9,2529.8,876.9000000000002,62,Medium Risk,0.425,0.575,0.4319335502654564,0.4621446132207156,0.4500601880386119
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00587,51,Loaded,6.0,2529.8,882.9000000000002,63,Medium Risk,0.375,0.625,0.3763644773358001,0.4989636349834221,0.4499239719243733
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00656,15,Loaded,11.2,2529.8,894.1000000000003,64,High Risk,0.6888888888888889,0.3111111111111111,0.6938063900810683,0.28729032267122845,0.44989674963516435
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00183,151,Loaded,16.5,2529.8,910.6000000000003,65,Medium Risk,0.4137931034482758,0.5862068965517241,0.4081352198593578,0.47763770279566936,0.44983670962114475
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00463,42,Loaded,13.1,2529.8,923.7000000000003,66,Medium Risk,0.358974358974359,0.6410256410256411,0.3629318220117251,0.5057493388901921,0.4486223321388053
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00875,12,Checked In,13.4,2529.8,937.1000000000003,67,Medium Risk,0.4222222222222222,0.5777777777777777,0.4310687264142175,0.45835790956033307,0.44744223630188684
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00370,109,Loaded,14.1,2529.8,951.2000000000003,68,Medium Risk,0.4285714285714285,0.5714285714285714,0.4310128112158569,0.45412728919023565,0.44488149800048415
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C01010,122,Loaded,15.0,2529.8,966.2000000000003,69,Medium Risk,0.4,0.6,0.3936531365313653,0.4784893053884195,0.4445548378455978
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00927,80,Booked,16.2,2529.8,982.4000000000003,70,Medium Risk,0.3513513513513513,0.6486486486486487,0.3603304495401211,0.5003395823190191,0.4443359292074599
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00993,81,Loaded,13.9,2529.8,996.3000000000003,71,Medium Risk,0.3695652173913043,0.6304347826086957,0.3719711551137711,0.4919794295492524,0.44397611977505985
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00591,59,Loaded,15.1,2529.8,1011.4000000000003,72,Medium Risk,0.3518518518518518,0.6481481481481481,0.352413695982596,0.5041230407269414,0.4434393028292032
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00994,156,Loaded,22.9,2529.8,1034.3000000000004,73,Medium Risk,0.3555555555555555,0.6444444444444445,0.3513296903460838,0.504212319669544,0.44305926794015993
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00570,60,Loaded,14.6,2529.8,1048.9000000000003,74,Medium Risk,0.3720930232558139,0.627906976744186,0.375025986316459,0.488294243248699,0.442986940475803
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00056,70,Loaded,9.3,2529.8,1058.2000000000003,75,Medium Risk,0.4242424242424242,0.5757575757575758,0.4308251791791366,0.4500788556192761,0.4423773850432203
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C01030,112,Loaded,13.2,2529.8,1071.4000000000003,76,Medium Risk,0.375,0.625,0.3851033499643621,0.4773755817859998,0.44046668905734476
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00935,71,Loaded,18.2,2529.8,1089.6000000000004,77,Medium Risk,0.3555555555555555,0.6444444444444445,0.3550398642917727,0.49693046786652517,0.4401742264366242
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C01151,49,Loaded,16.2,2529.8,1105.8000000000004,78,Medium Risk,0.3461538461538461,0.6538461538461539,0.3404398554465668,0.5039895670746046,0.4385696824233895
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00321,39,Loaded,11.0,2529.8,1116.8000000000004,79,Medium Risk,0.3409090909090909,0.6590909090909091,0.345684155281846,0.49968238611043786,0.4380830937790011
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00372,144,Loaded,11.5,2529.8,1128.3000000000004,80,Medium Risk,0.3409090909090909,0.6590909090909091,0.344508182400559,0.5004437067399988,0.43806949700422293
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00997,26,Loaded,7.6,2529.8,1135.9000000000003,81,Medium Risk,0.3333333333333333,0.6666666666666666,0.3389563755825502,0.49926932099529453,0.43514414283019676
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00884,82,Booked,16.2,2529.8,1152.1000000000004,82,Medium Risk,0.3333333333333333,0.6666666666666666,0.3455743879472693,0.4943962217028995,0.4348674882006474
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00372,50,Loaded,17.7,2529.8,1169.8000000000004,83,Medium Risk,0.3409090909090909,0.6590909090909091,0.344508182400559,0.4939806590660478,0.43419166839985235
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00884,142,Loaded,13.9,2529.8,1183.7000000000005,84,Medium Risk,0.3333333333333333,0.6666666666666666,0.3455743879472693,0.49105611744480965,0.4328634256457935
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00242,33,Loaded,15.6,2529.8,1199.3000000000004,85,Medium Risk,0.3333333333333333,0.6666666666666666,0.3345119245701609,0.49836482606274707,0.4328236654657126
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00531,52,Loaded,21.3,2529.8,1220.6000000000004,86,Medium Risk,0.3255813953488372,0.6744186046511628,0.3234900273110982,0.4962962891609184,0.4271737844209903
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C01011,1,Loaded,15.2,2529.8,1235.8000000000004,87,Medium Risk,0.3142857142857143,0.6857142857142857,0.3174316010758339,0.49809691135632,0.42583078724412554
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00400,114,Loaded,12.9,2529.8,1248.7000000000005,88,Medium Risk,0.3,0.7,0.3041966512290702,0.5009429828266461,0.4222444501876157
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00576,6,Loaded,14.0,2529.8,1262.7000000000005,89,Medium Risk,0.3055555555555556,0.6944444444444444,0.3051194836909122,0.4992623103479923,0.4216051796851602
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00228,13,Loaded,13.5,2529.8,1276.2000000000005,90,Medium Risk,0.3,0.7,0.301390227116311,0.49865177047910714,0.4197471531339887
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00880,82,Loaded,9.0,2529.8,1285.2000000000005,91,Medium Risk,0.2954545454545454,0.7045454545454546,0.3027299506939084,0.49644342549899906,0.41895803557696276
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00288,53,Checked In,16.2,2529.8,1301.4000000000005,92,Medium Risk,0.3,0.7,0.3064187430271476,0.49374472039214995,0.41881432944614905
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00906,30,Loaded,4.9,2529.8,1306.3000000000006,93,Medium Risk,0.2826086956521739,0.717391304347826,0.2850021784081714,0.5070078014425323,0.41820555222878797
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C01193,87,Loaded,14.5,2529.8,1320.8000000000006,94,Medium Risk,0.2926829268292683,0.7073170731707317,0.2958211470340422,0.498531534302565,0.41744737939515586
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00431,127,Loaded,12.1,2529.8,1332.9000000000005,95,Medium Risk,0.2857142857142857,0.7142857142857143,0.2891402218074008,0.501678758447348,0.41666334379136916
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00142,22,Checked In,13.1,2529.8,1346.0000000000005,96,Medium Risk,0.2978723404255319,0.7021276595744681,0.2982547379047677,0.4955494022794749,0.416631536529592
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00828,171,Loaded,12.1,2529.8,1358.1000000000004,97,Medium Risk,0.275,0.725,0.2757221206581353,0.501678758447348,0.41129610333166294
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00598,123,Loaded,16.1,2529.8,1374.2000000000003,98,Medium Risk,0.275,0.725,0.2795480225988701,0.498799449008992,0.41109887844494325
