Voyage_ID,Departure Port,Arrival Port,Sail Date,Sail Time,Ship Code,Customer Number,SeqNo,Booking Status,Reserved Meter,Meters_To_Remove,Accumulated_Removed_Meter,Recommendation_Rank,NoShow_Rate,Booking_Reliability_Score,Meter_Utilization_Rate,Risk_Category,Deferral_Candidate_Score
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00152,73,Checked In,6.6,2529.8,398.2,29,0.6190476190476191,0.3809523809523809,0.3628849270664506,High Risk,0.6226611098248052
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00981,11,Loaded,14.5,2529.8,412.7,30,0.6176470588235294,0.3823529411764705,0.3576585365853659,High Risk,0.6225859397417504
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00660,80,Loaded,14.5,2529.8,427.2,31,0.6097560975609756,0.3902439024390244,0.3863889921904054,High Risk,0.6105270796106994
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C01113,32,Loaded,22.0,2529.8,449.2,32,0.5675675675675675,0.4324324324324324,0.4108468125594672,High Risk,0.5718846915421606
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00729,58,Loaded,12.5,2529.8,461.7,33,0.5510204081632653,0.4489795918367347,0.435554923973284,High Risk,0.5537053417359554
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00251,90,Loaded,15.3,2529.8,477.0,34,0.5483870967741935,0.4516129032258064,0.4639128461189287,High Risk,0.545927108195569
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00795,129,Loaded,17.5,2529.8,494.5,35,0.5294117647058824,0.4705882352941176,0.459009656872817,High Risk,0.5317274803901425
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00790,72,Booked,10.9,2529.8,505.4,36,0.5384615384615384,0.4615384615384615,0.4988554322944181,High Risk,0.5309981443103471
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00745,150,Booked,18.1,2529.8,523.5,37,0.5277777777777778,0.4722222222222222,0.4578684109272797,High Risk,0.5306485400367663
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00279,131,Loaded,18.9,2529.8,542.4,38,0.5283018867924528,0.4716981132075472,0.4847753185781354,High Risk,0.5256864457183352
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00713,124,Loaded,6.7,2529.8,549.1,39,0.5151515151515151,0.4848484848484848,0.5045207956600362,High Risk,0.5112170529892048
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00713,109,Loaded,15.3,2529.8,564.4,40,0.5151515151515151,0.4848484848484848,0.5045207956600362,High Risk,0.5112170529892048
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00609,128,Loaded,13.7,2529.8,578.1,41,0.5,0.5,0.4715657874676018,Medium Risk,0.5056868425064797
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C01138,92,Loaded,15.2,2529.8,593.3000000000001,42,0.5,0.5,0.4855463008329251,Medium Risk,0.502890739833415
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00261,170,Loaded,14.8,2529.8,608.1,43,0.4864864864864865,0.5135135135135135,0.5208718138160325,Medium Risk,0.4850148264259827
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00616,42,Checked In,15.0,2529.8,623.1,44,0.4772727272727273,0.5227272727272727,0.5187745483110762,Medium Risk,0.4780632721559666
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00616,81,Checked In,13.7,2529.8,636.8000000000001,45,0.4772727272727273,0.5227272727272727,0.5187745483110762,Medium Risk,0.4780632721559666
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00616,88,Loaded,9.0,2529.8,645.8000000000001,46,0.4772727272727273,0.5227272727272727,0.5187745483110762,Medium Risk,0.4780632721559666
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00413,172,Loaded,19.0,2529.8,664.8000000000001,47,0.4772727272727273,0.5227272727272727,0.5230230230230231,Medium Risk,0.4772135772135772
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C01063,123,Loaded,13.0,2529.8,677.8000000000001,48,0.4651162790697674,0.5348837209302325,0.5214918882756314,Medium Risk,0.4677946456006877
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00116,68,Loaded,14.5,2529.8,692.3000000000001,49,0.4666666666666667,0.5333333333333333,0.5319753671245855,Medium Risk,0.4669382599084162
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00324,40,Loaded,10.2,2529.8,702.5000000000001,50,0.4705882352941176,0.5294117647058824,0.54870557261957,Medium Risk,0.4667294737113801
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00766,70,Checked In,21.2,2529.8,723.7000000000002,51,0.4545454545454545,0.5454545454545454,0.4894801980198019,Medium Risk,0.4657403240324032
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00475,9,Loaded,12.4,2529.8,736.1000000000001,52,0.4651162790697674,0.5348837209302325,0.5456636005256242,Medium Risk,0.4629603031506891
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00605,2,Loaded,12.6,2529.8,748.7000000000002,53,0.4444444444444444,0.5555555555555556,0.5452331897359056,Medium Risk,0.4465089176083744
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00972,4,Loaded,15.9,2529.8,764.6000000000001,54,0.425,0.575,0.540332248672718,Medium Risk,0.4319335502654564
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00875,12,Checked In,13.4,2529.8,778.0000000000001,55,0.4222222222222222,0.5777777777777777,0.5335452568178015,Medium Risk,0.4310687264142175
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00370,109,Loaded,14.1,2529.8,792.1000000000001,56,0.4285714285714285,0.5714285714285714,0.5592216582064298,Medium Risk,0.4310128112158569
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00056,70,Loaded,9.3,2529.8,801.4000000000001,57,0.4242424242424242,0.5757575757575758,0.5428438010740135,Medium Risk,0.4308251791791366
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00347,67,Loaded,17.1,2529.8,818.5000000000001,58,0.4117647058823529,0.5882352941176471,0.5864594894561598,Medium Risk,0.4121198668146504
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00347,153,Checked In,12.8,2529.8,831.3000000000001,59,0.4117647058823529,0.5882352941176471,0.5864594894561598,Medium Risk,0.4121198668146504
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00183,151,Loaded,16.5,2529.8,847.8000000000001,60,0.4137931034482758,0.5862068965517241,0.6144963144963145,Medium Risk,0.4081352198593578
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00800,85,Loaded,11.0,2529.8,858.8000000000001,61,0.4,0.6,0.5878763222131814,Medium Risk,0.4024247355573637
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00384,88,Loaded,20.7,2529.8,879.5000000000001,62,0.3958333333333333,0.6041666666666666,0.5793080939947781,Medium Risk,0.400805047867711
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00384,33,Loaded,18.4,2529.8,897.9000000000001,63,0.3958333333333333,0.6041666666666666,0.5793080939947781,Medium Risk,0.400805047867711
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00947,62,Loaded,16.2,2529.8,914.1000000000001,64,0.3939393939393939,0.6060606060606061,0.5901926444833625,Medium Risk,0.3971129862548426
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C01010,122,Loaded,15.0,2529.8,929.1000000000001,65,0.4,0.6,0.6317343173431734,Medium Risk,0.3936531365313653
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00741,146,Loaded,13.7,2529.8,942.8000000000002,66,0.3902439024390244,0.6097560975609756,0.5930495221546481,Medium Risk,0.3935852175202899
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00203,143,Loaded,7.6,2529.8,950.4000000000002,67,0.3902439024390244,0.6097560975609756,0.6066632670406256,Medium Risk,0.3908624685430944
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00311,139,Loaded,11.5,2529.8,961.9000000000002,68,0.3846153846153846,0.6153846153846154,0.6030742954739539,Medium Risk,0.3870774485975169
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C01030,112,Loaded,13.2,2529.8,975.1000000000003,69,0.375,0.625,0.5744832501781896,Medium Risk,0.3851033499643621
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00587,51,Loaded,6.0,2529.8,981.1000000000003,70,0.375,0.625,0.6181776133209992,Medium Risk,0.3763644773358001
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00570,60,Loaded,14.6,2529.8,995.7000000000003,71,0.3720930232558139,0.627906976744186,0.6132421614409606,Medium Risk,0.375025986316459
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00993,81,Loaded,13.9,2529.8,1009.6000000000003,72,0.3695652173913043,0.6304347826086957,0.6184050939963613,Medium Risk,0.3719711551137711
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00230,117,Loaded,13.2,2529.8,1022.8000000000003,73,0.3684210526315789,0.631578947368421,0.6350974930362117,Medium Risk,0.3677173434980209
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00308,137,Loaded,11.8,2529.8,1034.6000000000004,74,0.3658536585365853,0.6341463414634146,0.6248916623331601,Medium Risk,0.3677045943626362
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00463,42,Loaded,13.1,2529.8,1047.7000000000003,75,0.358974358974359,0.6410256410256411,0.62123832583881,Medium Risk,0.3629318220117251
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00927,80,Booked,16.2,2529.8,1063.9000000000003,76,0.3513513513513513,0.6486486486486487,0.6037531577047996,Medium Risk,0.3603304495401211
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00935,71,Loaded,18.2,2529.8,1082.1000000000004,77,0.3555555555555555,0.6444444444444445,0.6470229007633588,Medium Risk,0.3550398642917727
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00591,59,Loaded,15.1,2529.8,1097.2000000000003,78,0.3518518518518518,0.6481481481481481,0.6453389274944277,Medium Risk,0.352413695982596
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00994,156,Loaded,22.9,2529.8,1120.1000000000004,79,0.3555555555555555,0.6444444444444445,0.6655737704918033,Medium Risk,0.3513296903460838
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00321,39,Loaded,11.0,2529.8,1131.1000000000004,80,0.3409090909090909,0.6590909090909091,0.6352155872271334,Medium Risk,0.345684155281846
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00884,142,Loaded,13.9,2529.8,1145.0000000000005,81,0.3333333333333333,0.6666666666666666,0.6054613935969868,Medium Risk,0.3455743879472693
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00884,82,Booked,16.2,2529.8,1161.2000000000005,82,0.3333333333333333,0.6666666666666666,0.6054613935969868,Medium Risk,0.3455743879472693
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00372,50,Loaded,17.7,2529.8,1178.9000000000005,83,0.3409090909090909,0.6590909090909091,0.6410954516335683,Medium Risk,0.344508182400559
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00372,144,Loaded,11.5,2529.8,1190.4000000000005,84,0.3409090909090909,0.6590909090909091,0.6410954516335683,Medium Risk,0.344508182400559
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C01151,49,Loaded,16.2,2529.8,1206.6000000000006,85,0.3461538461538461,0.6538461538461539,0.6824161073825504,Medium Risk,0.3404398554465668
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00997,26,Loaded,7.6,2529.8,1214.2000000000005,86,0.3333333333333333,0.6666666666666666,0.6385514554205822,Medium Risk,0.3389563755825502
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00242,33,Loaded,15.6,2529.8,1229.8000000000004,87,0.3333333333333333,0.6666666666666666,0.6607737104825291,Medium Risk,0.3345119245701609
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00531,52,Loaded,21.3,2529.8,1251.1000000000004,88,0.3255813953488372,0.6744186046511628,0.6848754448398576,Medium Risk,0.3234900273110982
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C01011,1,Loaded,15.2,2529.8,1266.3000000000004,89,0.3142857142857143,0.6857142857142857,0.6699848517636875,Medium Risk,0.3174316010758339
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00288,53,Checked In,16.2,2529.8,1282.5000000000005,90,0.3,0.7,0.6679062848642618,Medium Risk,0.3064187430271476
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00576,6,Loaded,14.0,2529.8,1296.5000000000005,91,0.3055555555555556,0.6944444444444444,0.696624803767661,Medium Risk,0.3051194836909122
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00400,114,Loaded,12.9,2529.8,1309.4000000000005,92,0.3,0.7,0.679016743854649,Medium Risk,0.3041966512290702
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00880,82,Loaded,9.0,2529.8,1318.4000000000005,93,0.2954545454545454,0.7045454545454546,0.6681684283486398,Medium Risk,0.3027299506939084
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00228,13,Loaded,13.5,2529.8,1331.9000000000005,94,0.3,0.7,0.6930488644184447,Medium Risk,0.301390227116311
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00142,22,Checked In,13.1,2529.8,1345.0000000000005,95,0.2978723404255319,0.7021276595744681,0.700215672178289,Medium Risk,0.2982547379047677
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C01193,87,Loaded,14.5,2529.8,1359.5000000000005,96,0.2926829268292683,0.7073170731707317,0.691625972146862,Medium Risk,0.2958211470340422
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00042,27,Loaded,12.8,2529.8,1372.3000000000004,97,0.2857142857142857,0.7142857142857143,0.6966639209225701,Medium Risk,0.2892386443869145
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00431,127,Loaded,12.1,2529.8,1384.4000000000003,98,0.2857142857142857,0.7142857142857143,0.6971560338201384,Medium Risk,0.2891402218074008
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00906,30,Loaded,4.9,2529.8,1389.3000000000004,99,0.2826086956521739,0.717391304347826,0.7054238905678384,Medium Risk,0.2850021784081714
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00318,102,Loaded,4.1,2529.8,1393.4000000000003,100,0.2727272727272727,0.7272727272727273,0.6664278892072588,Medium Risk,0.2848962403403663
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C01051,64,Loaded,19.9,2529.8,1413.3000000000004,101,0.2727272727272727,0.7272727272727273,0.6888003541389995,Medium Risk,0.2804217473540182
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00598,123,Loaded,16.1,2529.8,1429.4000000000003,102,0.275,0.725,0.7022598870056497,Medium Risk,0.2795480225988701
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00978,37,Loaded,12.8,2529.8,1442.2000000000003,103,0.282051282051282,0.717948717948718,0.736318407960199,Medium Risk,0.2783773440489858
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00828,171,Loaded,12.1,2529.8,1454.3000000000002,104,0.275,0.725,0.7213893967093237,Medium Risk,0.2757221206581353
Rostock_Trelleborg_2024-02-19_22:00_SHIP_03,Rostock,Trelleborg,2024-02-19,22:00,SHIP_03,C00178,110,Loaded,23.5,2529.8,1477.8000000000002,105,0.2702702702702703,0.7297297297297297,0.7072422258592471,Medium Risk,0.2747677710443668
