Departure Port,Arrival Port,Sail Date,Sail Time,Ship Code,Total_Bookings,Loaded_Bookings,NoShow_Count,Booked_Count,CheckedIn_Count,Cancelled_Count,Total_Reserved_Meter,Total_Loaded_Meter,Total_Reserved_Heads,Total_Loaded_Heads,Total_Meter,Total_Head,NoShow_Rate,Capacity_Utilization_Rate,Reservation_Ratio,Overbooked_Flag,Overbooked_Meter,Unused_Capacity_Meter,Voyage_Risk_Category,Wasted_Capacity_Meter,Wasted_Capacity_Rate,Overbooking_Ratio,Overbooking_Extra_Meter,Overbooking_Effectiveness,Utilization_Category,Overbooking_Outcome
Trelleborg,Rostock,2025-11-20,06:00,SHIP_05,291,181,75,9,15,11,4113.4,2524.1,342,231,2400,280,0.2577319587628865,1.0517083333333332,1.7139166666666663,True,1713.3999999999996,0.0,Overbooked,0.0,0.0,1.7139166666666665,1713.3999999999996,0.6136286283852774,High Utilization,Successful Overbooking
Rostock,Trelleborg,2024-07-07,18:00,SHIP_02,240,134,70,11,15,10,3323.1,1842.3,276,168,2000,220,0.2916666666666667,0.92115,1.66155,True,1323.1,157.70000000000005,Overbooked,157.70000000000005,0.07885000000000002,1.6615499999999999,1323.1,0.5543919833890042,High Utilization,Successful Overbooking
Swinoujscie,Trelleborg,2024-03-31,08:00,SHIP_04,267,159,75,5,18,10,3633.1,2105.4,315,211,2200,250,0.2808988764044944,0.9570000000000001,1.6514090909090908,True,1433.1,94.59999999999992,Overbooked,94.59999999999991,0.04299999999999996,1.6514090909090908,1433.1,0.5795051058324847,High Utilization,Successful Overbooking
Rostock,Klaipeda,2025-06-23,14:00,SHIP_02,238,135,61,11,23,8,3302.4,1875.3,275,184,2000,220,0.2563025210084033,0.93765,1.6512,True,1302.4,124.70000000000005,Overbooked,124.70000000000005,0.06235000000000002,1.6512,1302.4,0.567859738372093,High Utilization,Successful Overbooking
Trelleborg,Rostock,2025-10-15,06:00,SHIP_01,203,117,61,5,13,7,2922.8,1692.0,236,151,1800,180,0.3004926108374384,0.94,1.623777777777778,True,1122.8000000000002,108.0,Overbooked,108.0,0.06,1.623777777777778,1122.8000000000002,0.5788969481319283,High Utilization,Successful Overbooking
Trelleborg,Rostock,2024-06-08,10:00,SHIP_01,203,128,48,8,13,6,2898.4,1772.4,247,176,1800,180,0.2364532019704433,0.9846666666666667,1.6102222222222222,True,1098.4,27.59999999999991,Overbooked,27.59999999999991,0.015333333333333282,1.6102222222222222,1098.4,0.6115097985095225,High Utilization,Successful Overbooking
Rostock,Klaipeda,2024-07-09,10:00,SHIP_03,180,96,55,8,15,6,2529.2,1272.2,205,128,2100,230,0.3055555555555556,0.6058095238095238,1.2043809523809523,True,429.1999999999998,827.8,Overbooked,827.8,0.39419047619047615,1.2043809523809523,429.1999999999998,0.503004902736043,Low Utilization,Ineffective Overbooking
Swinoujscie,Trelleborg,2024-12-30,18:00,SHIP_01,154,98,38,9,6,3,2163.5,1290.8,174,119,1800,180,0.2467532467532467,0.717111111111111,1.2019444444444445,True,363.5,509.2000000000001,Overbooked,509.20000000000005,0.2828888888888889,1.2019444444444445,363.5,0.5966258377628842,Medium Utilization,Ineffective Overbooking
Travemünde,Klaipeda,2025-06-15,06:00,SHIP_02,179,110,44,4,15,6,2403.2,1402.1,207,145,2000,220,0.2458100558659217,0.70105,1.2016,True,403.1999999999998,597.9000000000001,Overbooked,597.9000000000001,0.29895000000000005,1.2016,403.1999999999998,0.5834304260985352,Medium Utilization,Ineffective Overbooking
Travemünde,Trelleborg,2025-11-28,22:00,SHIP_05,208,138,40,10,11,9,2883.1,1831.2,238,170,2400,280,0.1923076923076923,0.763,1.2012916666666666,True,483.0999999999999,568.8,Overbooked,568.8,0.237,1.2012916666666666,483.0999999999999,0.6351496652908328,Medium Utilization,Ineffective Overbooking
Klaipeda,Travemünde,2024-01-07,06:00,SHIP_05,201,134,44,4,11,8,2881.5,1889.0,224,163,2400,280,0.2189054726368159,0.7870833333333334,1.200625,True,481.5,511.0,Overbooked,511.0,0.21291666666666667,1.200625,481.5,0.6555613395800798,Medium Utilization,Ineffective Overbooking
Trelleborg,Swinoujscie,2024-03-26,18:00,SHIP_04,194,122,54,6,6,6,2641.3,1649.0,215,144,2200,250,0.2783505154639175,0.7495454545454545,1.2005909090909093,True,441.3000000000002,551.0,Overbooked,551.0,0.25045454545454543,1.2005909090909093,441.3000000000002,0.6243137848786582,Medium Utilization,Ineffective Overbooking
Rostock,Trelleborg,2025-12-20,18:00,SHIP_05,199,129,51,7,9,3,2879.9,1802.9,236,169,2400,280,0.2562814070351759,0.7512083333333334,1.1999583333333337,True,479.9000000000001,597.0999999999999,Overbooked,597.0999999999999,0.24879166666666663,1.1999583333333335,479.9000000000001,0.6260286815514428,Medium Utilization,Ineffective Overbooking
Klaipeda,Rostock,2025-11-21,08:00,SHIP_01,154,89,40,8,12,5,2159.6,1167.2,166,111,1800,180,0.2597402597402597,0.6484444444444445,1.1997777777777778,True,359.5999999999999,632.8,Overbooked,632.8,0.3515555555555555,1.1997777777777778,359.5999999999999,0.5404704574921282,Low Utilization,Ineffective Overbooking
Klaipeda,Rostock,2025-12-06,22:00,SHIP_03,181,108,46,10,9,8,2517.9,1450.3,201,132,2100,230,0.2541436464088398,0.6906190476190476,1.199,True,417.9000000000001,649.7,Overbooked,649.7,0.3093809523809524,1.199,417.9000000000001,0.5759958695738512,Low Utilization,Ineffective Overbooking
Travemünde,Klaipeda,2024-01-15,06:00,SHIP_05,204,124,56,5,10,9,2876.3,1691.6,238,156,2400,280,0.2745098039215686,0.7048333333333333,1.1984583333333334,True,476.3000000000002,708.4000000000001,Overbooked,708.4000000000001,0.2951666666666667,1.1984583333333334,476.3000000000002,0.5881166776761811,Medium Utilization,Ineffective Overbooking
Trelleborg,Travemünde,2025-08-28,10:00,SHIP_01,153,100,30,5,12,6,2156.6,1376.0,178,130,1800,180,0.196078431372549,0.7644444444444445,1.1981111111111111,True,356.5999999999999,424.0,Overbooked,424.0,0.23555555555555555,1.1981111111111111,356.5999999999999,0.6380413614022072,Medium Utilization,Ineffective Overbooking
Trelleborg,Travemünde,2025-12-24,08:00,SHIP_01,158,92,49,4,9,4,2155.6,1253.5,184,118,1800,180,0.310126582278481,0.6963888888888888,1.1975555555555557,True,355.5999999999999,546.5,Overbooked,546.5,0.3036111111111111,1.1975555555555555,355.5999999999999,0.5815086286880683,Low Utilization,Ineffective Overbooking
Travemünde,Klaipeda,2025-12-31,22:00,SHIP_05,207,120,58,10,15,4,2873.1,1558.8,247,165,2400,280,0.2801932367149758,0.6495,1.197125,True,473.0999999999999,841.2,Overbooked,841.2,0.35050000000000003,1.197125,473.0999999999999,0.5425498590372768,Low Utilization,Ineffective Overbooking
Rostock,Trelleborg,2025-09-20,14:00,SHIP_03,175,101,46,7,12,9,2510.4,1368.1,200,129,2100,230,0.2628571428571428,0.6514761904761904,1.1954285714285715,True,410.4000000000001,731.9000000000001,Overbooked,731.9000000000001,0.34852380952380957,1.1954285714285715,410.4000000000001,0.5449729126832377,Low Utilization,Ineffective Overbooking
Trelleborg,Rostock,2025-05-01,10:00,SHIP_04,191,122,50,6,5,8,2628.7,1654.3,222,146,2200,250,0.2617801047120419,0.7519545454545454,1.1948636363636362,True,428.6999999999998,545.7,Overbooked,545.7,0.24804545454545457,1.1948636363636362,428.6999999999998,0.6293224787917983,Medium Utilization,Ineffective Overbooking
Rostock,Klaipeda,2025-12-28,10:00,SHIP_01,156,91,47,6,8,4,2150.4,1216.3,183,118,1800,180,0.3012820512820512,0.6757222222222222,1.1946666666666668,True,350.4000000000001,583.7,Overbooked,583.7,0.3242777777777778,1.1946666666666668,350.4000000000001,0.5656156994047619,Low Utilization,Ineffective Overbooking
Swinoujscie,Trelleborg,2024-10-29,18:00,SHIP_01,151,88,41,3,15,4,2140.7,1237.5,172,113,1800,180,0.271523178807947,0.6875,1.1892777777777777,True,340.6999999999998,562.5,Overbooked,562.5,0.3125,1.1892777777777777,340.6999999999998,0.5780819358153876,Low Utilization,Ineffective Overbooking
Trelleborg,Travemünde,2024-03-28,06:00,SHIP_01,152,94,36,4,14,4,2140.3,1313.0,177,127,1800,180,0.2368421052631578,0.7294444444444445,1.1890555555555558,True,340.3000000000002,487.0,Overbooked,487.0,0.27055555555555555,1.1890555555555558,340.3000000000002,0.6134654020464421,Medium Utilization,Ineffective Overbooking
Rostock,Trelleborg,2024-09-23,10:00,SHIP_04,184,112,44,5,17,6,2614.4,1550.7,213,149,2200,250,0.2391304347826087,0.7048636363636364,1.1883636363636365,True,414.4000000000001,649.3,Overbooked,649.3,0.29513636363636364,1.1883636363636365,414.4000000000001,0.5931380048959608,Medium Utilization,Ineffective Overbooking
Travemünde,Trelleborg,2025-07-25,18:00,SHIP_02,178,119,44,6,7,2,2375.0,1550.9,202,142,2000,220,0.247191011235955,0.7754500000000001,1.1875,True,375.0,449.0999999999999,Overbooked,449.0999999999999,0.22454999999999994,1.1875,375.0,0.6530105263157895,Medium Utilization,Ineffective Overbooking
Travemünde,Klaipeda,2024-04-29,18:00,SHIP_04,184,121,35,7,12,9,2612.2,1630.4,213,153,2200,250,0.1902173913043478,0.7410909090909091,1.1873636363636362,True,412.1999999999998,569.5999999999999,Overbooked,569.5999999999999,0.25890909090909087,1.1873636363636362,412.1999999999998,0.6241482275476611,Medium Utilization,Ineffective Overbooking
Travemünde,Klaipeda,2025-03-11,18:00,SHIP_01,156,99,43,6,7,1,2137.2,1295.8,179,117,1800,180,0.2756410256410256,0.7198888888888889,1.1873333333333331,True,337.1999999999998,504.2000000000001,Overbooked,504.20000000000005,0.28011111111111114,1.1873333333333331,337.1999999999998,0.6063073179861501,Medium Utilization,Ineffective Overbooking
Trelleborg,Travemünde,2025-06-02,14:00,SHIP_01,155,93,40,5,13,4,2135.9,1231.0,174,117,1800,180,0.2580645161290322,0.6838888888888889,1.186611111111111,True,335.9000000000001,569.0,Overbooked,569.0,0.3161111111111111,1.186611111111111,335.9000000000001,0.5763378435320006,Low Utilization,Ineffective Overbooking
Swinoujscie,Trelleborg,2025-09-17,10:00,SHIP_02,168,107,42,7,8,4,2373.2,1490.9,198,136,2000,220,0.25,0.7454500000000001,1.1866,True,373.1999999999998,509.0999999999999,Overbooked,509.0999999999999,0.25454999999999994,1.1865999999999999,373.1999999999998,0.6282234957020059,Medium Utilization,Ineffective Overbooking
Klaipeda,Rostock,2025-02-25,14:00,SHIP_01,155,97,40,6,8,4,2134.7,1326.8,193,132,1800,180,0.2580645161290322,0.737111111111111,1.1859444444444442,True,334.6999999999998,473.2000000000001,Overbooked,473.20000000000005,0.2628888888888889,1.1859444444444442,334.6999999999998,0.6215393263690449,Medium Utilization,Ineffective Overbooking
Travemünde,Trelleborg,2024-02-20,08:00,SHIP_04,183,112,50,7,8,6,2606.6,1567.6,206,134,2200,250,0.273224043715847,0.7125454545454545,1.1848181818181818,True,406.5999999999999,632.4000000000001,Overbooked,632.4000000000001,0.2874545454545455,1.1848181818181818,406.5999999999999,0.6013964551523057,Medium Utilization,Ineffective Overbooking
Travemünde,Trelleborg,2024-08-01,18:00,SHIP_03,175,101,49,9,13,3,2487.2,1405.2,204,133,2100,230,0.28,0.6691428571428572,1.1843809523809523,True,387.1999999999998,694.8,Overbooked,694.8,0.33085714285714285,1.1843809523809523,387.1999999999998,0.5649726600192989,Low Utilization,Ineffective Overbooking
Klaipeda,Travemünde,2024-04-14,10:00,SHIP_04,180,112,44,9,8,7,2605.2,1602.2,205,138,2200,250,0.2444444444444444,0.7282727272727273,1.184181818181818,True,405.1999999999998,597.8,Overbooked,597.8,0.2717272727272727,1.184181818181818,405.1999999999998,0.6150007676953785,Medium Utilization,Ineffective Overbooking
Travemünde,Trelleborg,2025-11-01,08:00,SHIP_01,154,92,38,5,14,5,2130.4,1223.6,183,126,1800,180,0.2467532467532467,0.6797777777777777,1.1835555555555557,True,330.4000000000001,576.4000000000001,Overbooked,576.4000000000001,0.3202222222222223,1.1835555555555557,330.4000000000001,0.574352234322193,Low Utilization,Ineffective Overbooking
Klaipeda,Travemünde,2024-09-13,08:00,SHIP_02,165,99,48,3,11,4,2366.2,1374.0,190,129,2000,220,0.2909090909090909,0.687,1.1830999999999998,True,366.1999999999998,626.0,Overbooked,626.0,0.313,1.1830999999999998,366.1999999999998,0.5806778801453808,Low Utilization,Ineffective Overbooking
Travemünde,Trelleborg,2024-01-31,22:00,SHIP_05,199,124,52,7,8,8,2839.0,1716.8,227,152,2400,280,0.2613065326633166,0.7153333333333333,1.1829166666666666,True,439.0,683.2,Overbooked,683.2,0.2846666666666667,1.1829166666666666,439.0,0.6047199718210637,Medium Utilization,Ineffective Overbooking
Travemünde,Klaipeda,2024-11-04,22:00,SHIP_05,205,125,60,6,11,3,2833.6,1743.4,240,161,2400,280,0.2926829268292683,0.7264166666666667,1.1806666666666663,True,433.5999999999999,656.5999999999999,Overbooked,656.5999999999999,0.2735833333333333,1.1806666666666665,433.5999999999999,0.6152597402597403,Medium Utilization,Ineffective Overbooking
Rostock,Klaipeda,2025-12-20,10:00,SHIP_05,202,114,65,9,11,3,2832.5,1536.6,235,146,2400,280,0.3217821782178218,0.64025,1.1802083333333333,True,432.5,863.4000000000001,Overbooked,863.4000000000001,0.35975,1.1802083333333333,432.5,0.5424889673433363,Low Utilization,Ineffective Overbooking
Trelleborg,Swinoujscie,2025-05-02,10:00,SHIP_03,174,107,47,9,10,1,2477.8,1489.3,201,133,2100,230,0.2701149425287356,0.7091904761904761,1.179904761904762,True,377.8000000000002,610.7,Overbooked,610.7,0.29080952380952385,1.179904761904762,377.8000000000002,0.601057389619824,Medium Utilization,Ineffective Overbooking
Travemünde,Klaipeda,2025-05-11,22:00,SHIP_05,204,137,41,10,11,5,2831.2,1848.6,237,171,2400,280,0.2009803921568627,0.77025,1.1796666666666666,True,431.1999999999998,551.4000000000001,Overbooked,551.4000000000001,0.22975000000000004,1.1796666666666666,431.1999999999998,0.6529386832438542,Medium Utilization,Ineffective Overbooking
Trelleborg,Swinoujscie,2025-11-05,10:00,SHIP_01,147,89,40,7,7,4,2117.7,1243.1,162,104,1800,180,0.272108843537415,0.6906111111111111,1.1765,True,317.6999999999998,556.9000000000001,Overbooked,556.9000000000001,0.30938888888888894,1.1764999999999999,317.6999999999998,0.5870047693252113,Low Utilization,Ineffective Overbooking
Travemünde,Klaipeda,2025-10-09,14:00,SHIP_02,166,105,39,3,13,6,2346.9,1431.4,197,141,2000,220,0.2349397590361445,0.7157,1.17345,True,346.9000000000001,568.5999999999999,Overbooked,568.5999999999999,0.28429999999999994,1.17345,346.9000000000001,0.6099109463547658,Medium Utilization,Ineffective Overbooking
Swinoujscie,Trelleborg,2025-01-03,10:00,SHIP_04,188,116,48,7,12,5,2573.9,1533.8,215,149,2200,250,0.2553191489361702,0.6971818181818181,1.1699545454545457,True,373.9000000000001,666.2,Overbooked,666.2,0.3028181818181818,1.1699545454545455,373.9000000000001,0.5959050468161156,Low Utilization,Ineffective Overbooking
Klaipeda,Travemünde,2025-01-29,08:00,SHIP_04,190,109,58,6,10,7,2573.8,1423.1,218,138,2200,250,0.3052631578947368,0.6468636363636363,1.169909090909091,True,373.8000000000002,776.9000000000001,Overbooked,776.9000000000001,0.3531363636363637,1.169909090909091,373.8000000000002,0.5529178646359467,Low Utilization,Ineffective Overbooking
Swinoujscie,Trelleborg,2025-08-14,14:00,SHIP_05,201,125,51,9,12,4,2806.5,1701.6,240,162,2400,280,0.2537313432835821,0.709,1.169375,True,406.5,698.4000000000001,Overbooked,698.4000000000001,0.29100000000000004,1.169375,406.5,0.6063067878140032,Medium Utilization,Ineffective Overbooking
Klaipeda,Rostock,2024-04-04,18:00,SHIP_04,187,103,55,9,17,3,2572.0,1410.7,212,131,2200,250,0.2941176470588235,0.6412272727272728,1.1690909090909092,True,372.0,789.3,Overbooked,789.3,0.35877272727272724,1.1690909090909092,372.0,0.54848367029549,Low Utilization,Ineffective Overbooking
Trelleborg,Swinoujscie,2025-05-25,14:00,SHIP_02,164,99,47,5,8,5,2338.1,1351.1,185,119,2000,220,0.2865853658536585,0.67555,1.16905,True,338.0999999999999,648.9000000000001,Overbooked,648.9000000000001,0.32445000000000007,1.16905,338.0999999999999,0.5778623668790899,Low Utilization,Ineffective Overbooking
Trelleborg,Swinoujscie,2025-03-22,06:00,SHIP_05,200,130,48,5,10,7,2797.4,1798.6,224,156,2400,280,0.24,0.7494166666666666,1.1655833333333334,True,397.4000000000001,601.4000000000001,Overbooked,601.4000000000001,0.2505833333333334,1.1655833333333334,397.4000000000001,0.6429541717308929,Medium Utilization,Ineffective Overbooking
Klaipeda,Travemünde,2025-05-25,14:00,SHIP_01,149,90,45,6,8,0,2095.3,1256.7,169,112,1800,180,0.3020134228187919,0.6981666666666667,1.1640555555555556,True,295.3000000000002,543.3,Overbooked,543.3,0.3018333333333333,1.1640555555555556,295.3000000000002,0.5997709158593041,Low Utilization,Ineffective Overbooking
Trelleborg,Rostock,2025-10-14,06:00,SHIP_05,193,111,61,6,11,4,2791.8,1589.8,224,142,2400,280,0.3160621761658031,0.6624166666666667,1.16325,True,391.8000000000002,810.2,Overbooked,810.2,0.33758333333333335,1.1632500000000001,391.8000000000002,0.5694533992406332,Low Utilization,Ineffective Overbooking
Klaipeda,Rostock,2024-04-30,22:00,SHIP_02,161,98,38,10,10,5,2325.2,1395.4,189,129,2000,220,0.2360248447204969,0.6977000000000001,1.1626,True,325.1999999999998,604.5999999999999,Overbooked,604.5999999999999,0.30229999999999996,1.1625999999999999,325.1999999999998,0.6001204197488389,Low Utilization,Ineffective Overbooking
Trelleborg,Swinoujscie,2024-04-21,08:00,SHIP_05,202,122,52,11,8,9,2790.2,1659.2,230,149,2400,280,0.2574257425742574,0.6913333333333334,1.1625833333333333,True,390.1999999999998,740.8,Overbooked,740.8,0.30866666666666664,1.1625833333333333,390.1999999999998,0.5946527130671637,Low Utilization,Ineffective Overbooking
Swinoujscie,Trelleborg,2025-02-13,14:00,SHIP_04,189,112,54,7,11,5,2557.3,1483.0,213,141,2200,250,0.2857142857142857,0.6740909090909091,1.162409090909091,True,357.3000000000002,717.0,Overbooked,717.0,0.3259090909090909,1.162409090909091,357.3000000000002,0.5799084972431862,Low Utilization,Ineffective Overbooking
Travemünde,Klaipeda,2025-10-03,14:00,SHIP_02,169,104,48,5,7,5,2324.7,1399.3,196,130,2000,220,0.2840236686390532,0.69965,1.16235,True,324.6999999999998,600.7,Overbooked,600.7,0.30035,1.16235,324.6999999999998,0.601927130382415,Low Utilization,Ineffective Overbooking
Swinoujscie,Trelleborg,2025-10-04,22:00,SHIP_03,177,104,52,5,10,6,2439.3,1396.2,211,128,2100,230,0.2937853107344633,0.6648571428571429,1.1615714285714287,True,339.3000000000002,703.8,Overbooked,703.8,0.33514285714285713,1.1615714285714287,339.3000000000002,0.572377321362686,Low Utilization,Ineffective Overbooking
Trelleborg,Rostock,2025-02-08,18:00,SHIP_01,146,86,43,3,5,9,2088.4,1186.5,174,109,1800,180,0.2945205479452055,0.6591666666666667,1.1602222222222225,True,288.4000000000001,613.5,Overbooked,613.5,0.3408333333333333,1.1602222222222223,288.4000000000001,0.5681382876843516,Low Utilization,Ineffective Overbooking
Travemünde,Klaipeda,2024-02-26,22:00,SHIP_03,173,109,39,8,12,5,2436.3,1531.6,203,144,2100,230,0.2254335260115607,0.7293333333333333,1.1601428571428571,True,336.3000000000002,568.4000000000001,Overbooked,568.4000000000001,0.2706666666666667,1.1601428571428571,336.3000000000002,0.6286582112219348,Medium Utilization,Ineffective Overbooking
Klaipeda,Rostock,2024-02-27,06:00,SHIP_05,200,127,49,5,17,2,2782.5,1735.6,231,164,2400,280,0.245,0.7231666666666666,1.159375,True,382.5,664.4000000000001,Overbooked,664.4000000000001,0.2768333333333334,1.159375,382.5,0.6237556154537286,Medium Utilization,Ineffective Overbooking
Travemünde,Trelleborg,2024-03-20,14:00,SHIP_02,171,102,47,9,7,6,2317.4,1289.7,187,120,2000,220,0.2748538011695906,0.64485,1.1587,True,317.4000000000001,710.3,Overbooked,710.3,0.35514999999999997,1.1587,317.4000000000001,0.5565288685595926,Low Utilization,Ineffective Overbooking
Klaipeda,Rostock,2024-11-11,22:00,SHIP_05,195,122,54,10,6,3,2780.3,1687.1,229,153,2400,280,0.2769230769230769,0.7029583333333332,1.1584583333333334,True,380.3000000000002,712.9000000000001,Overbooked,712.9000000000001,0.2970416666666667,1.1584583333333334,380.3000000000002,0.6068050210408948,Medium Utilization,Ineffective Overbooking
Trelleborg,Travemünde,2025-11-19,08:00,SHIP_02,163,93,47,5,13,5,2316.0,1316.5,186,122,2000,220,0.2883435582822086,0.65825,1.158,True,316.0,683.5,Overbooked,683.5,0.34175,1.158,316.0,0.5684369602763385,Low Utilization,Ineffective Overbooking
Rostock,Klaipeda,2025-02-20,10:00,SHIP_03,170,103,42,10,9,6,2431.3,1460.1,199,129,2100,230,0.2470588235294117,0.6952857142857143,1.1577619047619048,True,331.3000000000002,639.9000000000001,Overbooked,639.9000000000001,0.30471428571428577,1.1577619047619048,331.3000000000002,0.6005429194258215,Low Utilization,Ineffective Overbooking
Swinoujscie,Trelleborg,2024-07-15,10:00,SHIP_05,201,102,66,7,18,8,2775.5,1409.3,237,143,2400,280,0.3283582089552239,0.5872083333333333,1.1564583333333334,True,375.5,990.7,Overbooked,990.7,0.41279166666666667,1.1564583333333334,375.5,0.5077643667807602,Low Utilization,Ineffective Overbooking
Rostock,Klaipeda,2024-01-21,14:00,SHIP_05,201,122,55,4,16,4,2774.3,1673.1,229,154,2400,280,0.2736318407960199,0.697125,1.1559583333333334,True,374.3000000000002,726.9000000000001,Overbooked,726.9000000000001,0.30287500000000006,1.1559583333333334,374.3000000000002,0.6030710449482751,Low Utilization,Ineffective Overbooking
Rostock,Trelleborg,2024-10-06,10:00,SHIP_04,186,122,50,3,10,1,2542.6,1639.2,217,156,2200,250,0.2688172043010752,0.7450909090909091,1.1557272727272727,True,342.5999999999999,560.8,Overbooked,560.8,0.25490909090909086,1.1557272727272727,342.5999999999999,0.6446944072996146,Medium Utilization,Ineffective Overbooking
Rostock,Trelleborg,2024-08-27,18:00,SHIP_04,183,122,42,2,12,5,2540.6,1622.1,214,157,2200,250,0.2295081967213114,0.7373181818181818,1.1548181818181815,True,340.5999999999999,577.9000000000001,Overbooked,577.9000000000001,0.26268181818181824,1.1548181818181817,340.5999999999999,0.638471227269149,Medium Utilization,Ineffective Overbooking
Trelleborg,Swinoujscie,2024-09-29,08:00,SHIP_03,178,101,48,5,16,8,2425.0,1345.3,207,138,2100,230,0.2696629213483146,0.6406190476190476,1.1547619047619049,True,325.0,754.7,Overbooked,754.7,0.3593809523809524,1.1547619047619047,325.0,0.5547628865979382,Low Utilization,Ineffective Overbooking
